contigName	contigLen	totalAvgDepth	sample1.sort	sample1.sort-var
NODE_1429_length_2783_cov_3.015762	2783	7.28485	7.28485	7.41045
NODE_1430_length_2782_cov_3.240924	2782	7.4791	7.4791	7.36332
NODE_1431_length_2781_cov_3.381145	2781	8.45268	8.45268	14.9977
NODE_1432_length_2778_cov_2.135512	2778	5.05251	5.05289	4.66608
NODE_1433_length_2777_cov_2.736223	2777	6.43776	6.43776	7.99263
NODE_1434_length_2776_cov_4.222712	2776	9.50419	9.50419	17.2704
NODE_1435_length_2776_cov_3.142595	2776	7.27761	7.27761	9.17205
NODE_1436_length_2776_cov_2.798603	2776	6.63443	6.63443	6.43773
NODE_1437_length_2765_cov_2.624354	2765	6.4325	6.4325	9.81176
NODE_1438_length_2764_cov_3.991141	2764	8.97819	8.97819	12.1454
NODE_1439_length_2764_cov_2.517165	2764	5.76894	5.76894	8.25046
NODE_1440_length_2763_cov_2.375554	2763	5.68618	5.68618	5.40686
NODE_1441_length_2762_cov_2.568895	2762	5.94487	5.94487	5.49367
NODE_1442_length_2760_cov_2.985952	2760	6.86628	6.86628	7.95554
NODE_1443_length_2759_cov_2.875370	2759	7.19049	7.19049	11.3723
NODE_1444_length_2756_cov_2.915587	2756	7.10744	7.10744	9.95017
NODE_1445_length_2755_cov_3.229630	2755	7.19923	7.19923	11.0548
NODE_1446_length_2755_cov_2.613333	2755	6.40614	6.40614	8.5677
NODE_1447_length_2755_cov_2.610000	2755	6.3048	6.3048	5.82948
NODE_1448_length_2754_cov_12.753242	2754	27.179	27.179	86.2342
NODE_1449_length_2754_cov_2.545017	2754	6.04992	6.04992	9.84465
NODE_1450_length_2754_cov_2.257132	2754	5.2765	5.2765	3.98042
NODE_1451_length_2750_cov_3.429314	2750	7.95885	7.95885	6.69586
NODE_1452_length_2749_cov_3.083519	2749	7.53598	7.53598	9.15873
NODE_1453_length_2749_cov_2.009651	2749	4.93536	4.93536	3.97508
NODE_1454_length_2748_cov_5.010026	2748	11.4931	11.4931	27.3638
NODE_1455_length_2748_cov_4.285184	2748	10.7194	10.7194	12.771
NODE_1456_length_2746_cov_3.525084	2746	8.42296	8.42296	11.8695
NODE_1457_length_2742_cov_5.678824	2742	13.0652	13.0652	22.7765
NODE_1458_length_2741_cov_2.967610	2741	6.95407	6.95407	8.58817
NODE_1459_length_2740_cov_2.369832	2740	5.47027	5.47027	4.12328
NODE_1460_length_2739_cov_2.132265	2739	5.00116	5.00116	3.99883
NODE_1461_length_2738_cov_4.817741	2738	12.1893	12.1893	18.6228
NODE_1462_length_2738_cov_3.680954	2738	8.77009	8.77009	11.8686
NODE_1463_length_2738_cov_2.207976	2738	5.7983	5.7983	5.62993
NODE_1464_length_2737_cov_2.856823	2737	6.60649	6.60649	9.16898
NODE_1465_length_2735_cov_3.138433	2735	7.2619	7.2619	6.36063
NODE_1466_length_2735_cov_2.744030	2735	6.43404	6.43404	8.75271
NODE_1467_length_2734_cov_3.296006	2734	7.97175	7.97175	8.56939
NODE_1468_length_2734_cov_3.188503	2734	7.39203	7.39203	8.34375
NODE_1469_length_2734_cov_2.924972	2734	7.15441	7.15441	10.2049
NODE_1470_length_2731_cov_3.222347	2731	7.48353	7.48353	12.0056
NODE_1471_length_2731_cov_3.034006	2731	7.59434	7.59434	7.65204
NODE_1472_length_2730_cov_4.022430	2730	9.1624	9.1624	15.4466
NODE_1473_length_2729_cov_5.846298	2729	14.1078	14.1078	33.9806
NODE_1474_length_2728_cov_3.340067	2728	7.63887	7.63887	7.78923
NODE_1475_length_2728_cov_2.452675	2728	5.90535	5.90535	6.67318
NODE_1476_length_2728_cov_2.194164	2728	5.18735	5.18774	6.42116
NODE_1477_length_2728_cov_1.745230	2728	4.12995	4.12995	2.79685
NODE_1478_length_2726_cov_2.707226	2726	6.85481	6.85481	7.22394
NODE_1479_length_2725_cov_2.625094	2725	6.14252	6.14291	6.08136
NODE_1480_length_2725_cov_2.623221	2725	6.18796	6.18796	9.22964
NODE_1481_length_2725_cov_2.617978	2725	6.18602	6.18602	10.3326
NODE_1482_length_2725_cov_2.352060	2725	5.8365	5.8365	4.72348
NODE_1483_length_2724_cov_2.571375	2724	5.94056	5.94056	4.307
NODE_1484_length_2722_cov_3.213348	2722	7.57582	7.57582	5.62822
NODE_1485_length_2721_cov_2.806452	2721	6.54726	6.54726	10.4346
NODE_1486_length_2720_cov_5.471670	2720	13.051	13.051	13.6498
NODE_1487_length_2720_cov_3.236773	2720	7.48911	7.48911	8.50376
NODE_1488_length_2720_cov_2.628143	2720	6.19844	6.19844	5.50986
NODE_1489_length_2720_cov_2.545216	2720	6.08872	6.08872	4.4623
NODE_1490_length_2720_cov_2.329831	2720	5.49455	5.49455	5.07449
NODE_1491_length_2718_cov_2.880961	2718	7.02804	7.02804	7.85975
NODE_1492_length_2717_cov_3.084523	2717	7.14102	7.14102	7.74238
NODE_1493_length_2716_cov_2.927471	2716	6.81606	6.81606	8.94942
NODE_1494_length_2710_cov_3.006780	2710	6.87852	6.87852	7.14159
NODE_1495_length_2708_cov_18.876743	2708	43.7842	43.7842	81.789
NODE_1496_length_2708_cov_2.465888	2708	6.00469	6.00469	8.55375
NODE_1497_length_2707_cov_2.670060	2707	6.14157	6.14196	4.4779
NODE_1498_length_2706_cov_2.823086	2706	6.7989	6.7989	6.02061
NODE_1499_length_2705_cov_2.863774	2705	6.77221	6.77221	9.65686
NODE_1500_length_2703_cov_31.424471	2703	62.2632	62.2632	203.843
NODE_1501_length_2700_cov_3.496786	2700	8.32314	8.32314	10.7287
NODE_1502_length_2700_cov_1.912287	2700	4.69882	4.69882	4.08741
NODE_1503_length_2698_cov_4.636776	2698	9.99647	9.99647	6.94894
NODE_1504_length_2698_cov_4.162316	2698	9.70133	9.70133	15.5185
NODE_1505_length_2697_cov_2.944739	2697	7.60031	7.60031	8.26525
NODE_1506_length_2697_cov_2.327782	2697	5.62191	5.62191	5.5667
NODE_1507_length_2695_cov_2.503030	2695	5.68802	5.68802	6.33586
NODE_1508_length_2694_cov_6.127700	2694	14.2759	14.2759	34.9201
NODE_1509_length_2692_cov_2.924535	2692	6.86271	6.86271	6.61436
NODE_1510_length_2691_cov_2.428300	2691	5.96379	5.96379	8.89949
NODE_1511_length_2690_cov_8.695636	2690	19.885	19.885	42.7533
NODE_1512_length_2690_cov_3.000759	2690	7.1752	7.1752	9.38841
NODE_1513_length_2689_cov_2.614655	2689	6.13667	6.13667	9.78614
NODE_1514_length_2686_cov_4.375903	2686	9.48186	9.48186	12.1961
NODE_1515_length_2686_cov_3.004941	2686	7.03588	7.03588	8.63025
NODE_1516_length_2685_cov_3.241825	2685	7.72505	7.72505	7.25232
NODE_1517_length_2685_cov_2.906844	2685	7.04852	7.04852	9.44803
NODE_1518_length_2685_cov_2.500000	2685	5.8927	5.8927	6.11089
NODE_1519_length_2684_cov_2.793458	2684	6.55051	6.55051	5.08131
NODE_1520_length_2681_cov_2.572734	2681	6.15883	6.15883	4.61114
NODE_1521_length_2678_cov_2.101029	2678	4.87144	4.87144	5.03332
NODE_1522_length_2677_cov_5.285278	2677	12.2359	12.2359	19.2943
NODE_1523_length_2673_cov_4.561497	2673	11.1003	11.1003	14.4369
NODE_1524_length_2671_cov_3.156346	2671	7.81714	7.81714	6.98037
NODE_1525_length_2671_cov_2.499618	2671	6.39429	6.39429	5.83888
NODE_1526_length_2669_cov_2.745218	2669	6.34974	6.34974	7.77958
NODE_1527_length_2668_cov_3.123613	2668	7.46148	7.46148	5.06227
NODE_1528_length_2668_cov_2.571374	2668	6.17196	6.17196	6.61683
NODE_1529_length_2668_cov_2.217375	2668	5.07149	5.07149	5.76366
NODE_1530_length_2667_cov_2.824273	2667	6.66985	6.66985	7.8055
NODE_1531_length_2666_cov_2.469552	2666	5.72019	5.72019	4.82656
NODE_1532_length_2666_cov_2.345462	2666	5.61844	5.61844	4.37761
NODE_1533_length_2666_cov_2.135580	2666	5.39905	5.39905	6.30676
NODE_1534_length_2665_cov_2.470498	2665	6.16581	6.1662	6.04635
NODE_1535_length_2664_cov_2.687620	2664	6.73667	6.73667	7.75319
NODE_1536_length_2664_cov_2.461863	2664	5.81066	5.81066	6.09222
NODE_1537_length_2663_cov_3.049463	2663	7.21369	7.21369	7.78428
NODE_1538_length_2661_cov_5.339601	2661	12.7658	12.7658	14.2821
NODE_1539_length_2661_cov_1.751727	2661	4.12107	4.12107	3.19648
NODE_1540_length_2660_cov_3.245298	2660	7.77729	7.77729	9.84947
NODE_1541_length_2657_cov_3.219447	2657	7.73594	7.73594	7.00844
NODE_1542_length_2657_cov_1.744812	2657	4.40048	4.40048	4.11561
NODE_1543_length_2655_cov_4.388846	2655	8.74172	8.74172	17.877
NODE_1544_length_2655_cov_2.710000	2655	6.77206	6.77206	9.14095
NODE_1545_length_2653_cov_4.467667	2653	9.9972	9.9972	13.4673
NODE_1546_length_2653_cov_2.988453	2653	7.01358	7.01358	8.08853
NODE_1547_length_2651_cov_2.568952	2651	5.9992	5.9992	9.23358
NODE_1548_length_2650_cov_2.304817	2650	5.5404	5.5404	6.29975
NODE_1549_length_2649_cov_3.030840	2649	7.30572	7.30572	11.302
NODE_1550_length_2648_cov_3.166602	2648	8.1241	8.1241	7.8716
NODE_1551_length_2647_cov_3.763503	2647	8.61714	8.61714	10.379
NODE_1552_length_2647_cov_2.456404	2647	5.69604	5.69604	4.8615
NODE_1553_length_2647_cov_2.096065	2647	5.65078	5.65078	5.64638
NODE_1554_length_2646_cov_2.804709	2646	6.50561	6.50561	5.7948
NODE_1555_length_2642_cov_2.160417	2642	5.14406	5.14406	3.00014
NODE_1556_length_2640_cov_5.714120	2640	12.9092	12.9092	17.607
NODE_1557_length_2639_cov_4.417957	2639	10.9747	10.9747	21.9143
NODE_1558_length_2639_cov_2.829334	2639	6.80675	6.80675	7.59563
NODE_1559_length_2639_cov_2.535217	2639	6.11812	6.11812	8.92328
NODE_1560_length_2638_cov_2.357336	2638	5.61897	5.61897	4.31877
NODE_1561_length_2637_cov_2.458172	2637	5.70044	5.70044	9.23714
NODE_1562_length_2635_cov_2.789922	2635	6.57183	6.57223	6.94532
NODE_1563_length_2635_cov_2.533721	2635	5.84547	5.84547	4.94149
NODE_1564_length_2635_cov_2.491085	2635	5.79517	5.79517	7.52441
NODE_1565_length_2635_cov_2.136434	2635	5.00523	5.00523	4.00679
NODE_1566_length_2635_cov_1.936434	2635	4.71469	4.71469	2.72571
NODE_1567_length_2634_cov_3.050019	2634	7.35588	7.35588	7.10966
NODE_1568_length_2634_cov_2.556417	2634	6.07005	6.07005	8.2117
NODE_1569_length_2633_cov_3.302172	2633	7.62867	7.62867	14.1176
NODE_1570_length_2632_cov_1.966628	2632	4.81305	4.81305	3.91346
NODE_1571_length_2631_cov_3.536879	2631	8.24829	8.24829	9.51499
NODE_1572_length_2630_cov_6.818641	2630	15.0415	15.0415	42.6466
NODE_1573_length_2630_cov_2.676117	2630	6.39395	6.39395	5.71281
NODE_1574_length_2629_cov_3.001166	2629	7.12828	7.12828	6.78659
NODE_1575_length_2628_cov_2.485814	2628	6.07224	6.07224	6.65155
NODE_1576_length_2628_cov_2.100661	2628	4.88257	4.88257	6.12311
NODE_1577_length_2627_cov_5.969285	2627	14.7949	14.7949	59.2793
NODE_1578_length_2627_cov_2.466563	2627	5.98264	5.98264	6.24404
NODE_1579_length_2625_cov_3.006226	2625	6.99879	6.99879	6.26475
NODE_1580_length_2623_cov_2.256231	2623	5.43348	5.43348	4.53938
NODE_1581_length_2622_cov_9.970783	2622	19.6428	19.6428	201.026
NODE_1582_length_2621_cov_2.545596	2621	6.04209	6.04209	6.40144
NODE_1583_length_2619_cov_2.141576	2619	5.08343	5.08343	3.67215
NODE_1584_length_2618_cov_2.843933	2618	6.88533	6.88533	11.5267
NODE_1585_length_2616_cov_2.230769	2616	5.54136	5.54136	5.50518
NODE_1586_length_2616_cov_2.115970	2616	4.88402	4.88443	4.71888
NODE_1587_length_2612_cov_2.460696	2612	5.72096	5.72096	5.83881
NODE_1588_length_2612_cov_2.393430	2612	5.58976	5.58976	5.71864
NODE_1589_length_2611_cov_3.456182	2611	7.96505	7.96505	8.52393
NODE_1590_length_2610_cov_2.910763	2610	6.75203	6.75203	6.60786
NODE_1591_length_2610_cov_2.545597	2610	6.29675	6.29675	8.30797
NODE_1592_length_2609_cov_5.577917	2609	10.7182	10.7182	88.1365
NODE_1593_length_2608_cov_10.985116	2608	25.9784	25.9784	29.206
NODE_1594_length_2608_cov_3.159029	2608	7.53865	7.53865	7.22947
NODE_1595_length_2607_cov_3.010188	2607	7.05657	7.05657	6.89384
NODE_1596_length_2606_cov_5.553900	2606	11.9923	11.9923	13.1148
NODE_1597_length_2603_cov_2.944662	2603	7.07297	7.07297	6.15008
NODE_1598_length_2602_cov_2.994896	2602	7.24755	7.24755	14.3862
NODE_1599_length_2601_cov_2.845247	2601	6.76173	6.76173	13.9621
NODE_1600_length_2601_cov_2.461508	2601	5.97062	5.97062	6.64488
NODE_1601_length_2600_cov_2.794892	2600	6.54653	6.54653	5.46066
NODE_1602_length_2600_cov_2.531631	2600	6.08367	6.08367	10.1568
NODE_1603_length_2597_cov_4.536979	2597	10.2113	10.2113	12.1749
NODE_1604_length_2597_cov_2.862707	2597	6.89538	6.89538	11.2703
NODE_1605_length_2596_cov_3.050374	2596	7.26002	7.26002	13.2076
NODE_1606_length_2596_cov_2.177883	2596	5.22404	5.22404	2.69578
NODE_1607_length_2594_cov_4.400158	2594	9.01923	9.01923	16.316
NODE_1608_length_2594_cov_2.709334	2594	6.53928	6.53928	6.1159
NODE_1609_length_2592_cov_2.193930	2592	5.32924	5.32924	3.22462
NODE_1610_length_2591_cov_2.933360	2591	7.06678	7.06678	6.54682
NODE_1611_length_2590_cov_3.142406	2590	7.33975	7.33975	7.91442
NODE_1612_length_2590_cov_2.695858	2590	6.44426	6.44426	6.67834
NODE_1613_length_2590_cov_2.676529	2590	6.36066	6.36066	8.18641
NODE_1614_length_2590_cov_2.044970	2590	4.7627	4.7627	4.3951
NODE_1615_length_2589_cov_3.124704	2589	7.45592	7.45592	9.88883
NODE_1616_length_2589_cov_2.936464	2589	6.94506	6.94506	11.5729
NODE_1617_length_2588_cov_3.376234	2588	7.80968	7.80968	13.697
NODE_1618_length_2588_cov_2.164232	2588	5.04348	5.04348	4.52995
NODE_1619_length_2585_cov_2.798024	2585	6.4616	6.4616	6.17551
NODE_1620_length_2585_cov_2.550198	2585	5.9499	5.9499	6.52666
NODE_1621_length_2584_cov_3.895216	2584	9.08751	9.08751	14.9028
NODE_1622_length_2584_cov_3.298142	2584	7.88496	7.88496	15.6835
NODE_1623_length_2582_cov_2.831421	2582	6.831	6.831	9.59343
NODE_1624_length_2581_cov_2.246635	2581	5.13616	5.13616	3.68721
NODE_1625_length_2579_cov_4.257132	2579	9.52491	9.52491	6.49486
NODE_1626_length_2578_cov_1.996829	2578	5.01524	5.01524	4.41301
NODE_1627_length_2575_cov_2.819444	2575	6.52371	6.52371	10.4558
NODE_1628_length_2573_cov_2.369341	2573	5.38465	5.38465	5.0122
NODE_1629_length_2573_cov_1.951946	2573	4.77961	4.77961	3.52448
NODE_1630_length_2572_cov_3.116408	2572	7.64781	7.64781	8.88172
NODE_1631_length_2572_cov_2.013508	2572	4.68208	4.68208	4.06578
NODE_1632_length_2569_cov_2.996818	2569	6.96858	6.96858	10.0677
NODE_1633_length_2569_cov_2.533413	2569	6.84828	6.84828	4.93273
NODE_1634_length_2567_cov_2.247213	2567	5.38146	5.38146	4.77743
NODE_1635_length_2565_cov_6.492829	2565	14.359	14.359	27.5989
NODE_1636_length_2564_cov_3.167397	2564	7.23405	7.23405	9.4458
NODE_1637_length_2563_cov_3.073365	2563	7.14049	7.14049	7.57434
NODE_1638_length_2562_cov_4.197846	2562	9.75663	9.75663	9.09582
NODE_1639_length_2562_cov_1.848424	2562	4.60199	4.60199	3.20442
NODE_1640_length_2561_cov_7.631285	2561	17.5193	17.5193	131.943
NODE_1641_length_2556_cov_2.917233	2556	6.77515	6.77515	6.35983
NODE_1642_length_2556_cov_2.818872	2556	6.766	6.766	6.90031
NODE_1643_length_2553_cov_3.098078	2553	7.33958	7.33958	16.1902
NODE_1644_length_2553_cov_2.783026	2553	6.68623	6.68623	10.0621
NODE_1645_length_2552_cov_3.039648	2552	7.56037	7.56037	9.51012
NODE_1646_length_2552_cov_2.905487	2552	6.81557	6.81557	9.23086
NODE_1647_length_2552_cov_2.623148	2552	6.03955	6.03955	7.09612
NODE_1648_length_2552_cov_2.010412	2552	4.96295	4.96336	5.44472
NODE_1649_length_2551_cov_2.812901	2551	6.60558	6.60558	4.85148
NODE_1650_length_2550_cov_3.611222	2550	7.90917	7.90917	26.662
NODE_1651_length_2549_cov_2.791099	2549	6.73697	6.73697	11.1055
NODE_1652_length_2549_cov_2.488773	2549	6.12839	6.12839	6.75753
NODE_1653_length_2547_cov_2.954655	2547	7.55486	7.55486	7.05013
NODE_1654_length_2547_cov_2.613563	2547	6.15436	6.15436	6.79504
NODE_1655_length_2545_cov_3.869478	2545	8.67599	8.67599	10.2902
NODE_1656_length_2544_cov_2.105665	2544	4.81495	4.81495	4.26783
NODE_1657_length_2543_cov_2.673633	2543	6.47973	6.47973	7.51892
NODE_1658_length_2543_cov_2.657958	2543	6.0702	6.0702	7.04526
NODE_1659_length_2543_cov_2.553859	2543	5.8809	5.8809	6.08495
NODE_1660_length_2543_cov_2.001608	2543	4.98537	4.98579	4.27987
NODE_1661_length_2543_cov_1.753215	2543	4.76306	4.76306	3.47014
NODE_1662_length_2542_cov_3.058303	2542	7.12333	7.12333	4.9229
NODE_1663_length_2539_cov_2.667472	2539	6.44161	6.44161	4.6931
NODE_1664_length_2538_cov_4.308095	2538	9.52554	9.52554	12.5889
NODE_1665_length_2538_cov_2.923077	2538	7.03769	7.03769	7.18083
NODE_1666_length_2538_cov_2.728554	2538	6.72362	6.72362	14.1581
NODE_1667_length_2537_cov_5.200645	2537	12.7373	12.7373	17.4795
NODE_1668_length_2537_cov_4.313054	2537	10.1726	10.1726	14.1387
NODE_1669_length_2536_cov_3.309150	2536	8.0855	8.0855	7.91886
NODE_1670_length_2535_cov_2.282258	2535	5.40042	5.40042	3.39619
NODE_1671_length_2535_cov_2.160081	2535	5.64864	5.64864	4.8681
NODE_1672_length_2534_cov_28.070190	2534	61.56	61.56	256.642
NODE_1673_length_2531_cov_9.097334	2531	19.6959	19.6959	27.8705
NODE_1674_length_2529_cov_2.816087	2529	6.61959	6.61959	6.5108
NODE_1675_length_2529_cov_1.899757	2529	4.62379	4.62379	3.84623
NODE_1676_length_2528_cov_3.103922	2528	7.43818	7.43818	9.35609
NODE_1677_length_2528_cov_2.531338	2528	5.84609	5.84609	7.8282
NODE_1678_length_2528_cov_2.236555	2528	5.27166	5.27166	6.61789
NODE_1679_length_2528_cov_2.196118	2528	5.45669	5.45711	3.80149
NODE_1680_length_2527_cov_3.158172	2527	7.45814	7.45814	6.29543
NODE_1681_length_2526_cov_2.165115	2526	5.00758	5.00758	4.5827
NODE_1682_length_2525_cov_5.091498	2525	12.8126	12.8126	25.2147
NODE_1683_length_2525_cov_3.237247	2525	8.12295	8.12295	11.0185
NODE_1684_length_2524_cov_5.769137	2524	13.1735	13.1735	22.581
NODE_1685_length_2524_cov_3.209802	2524	7.61921	7.61921	14.4693
NODE_1686_length_2524_cov_3.109356	2524	7.29107	7.29107	9.40578
NODE_1687_length_2520_cov_3.167951	2520	7.71646	7.71646	10.6236
NODE_1688_length_2520_cov_2.925761	2520	7.06371	7.06371	5.29058
NODE_1689_length_2519_cov_2.850244	2519	6.87505	6.87505	9.23183
NODE_1690_length_2518_cov_3.122209	2518	7.38682	7.38682	9.84966
NODE_1691_length_2518_cov_2.794559	2518	6.51478	6.51478	4.61662
NODE_1692_length_2516_cov_2.652580	2516	5.96281	5.96281	5.16984
NODE_1693_length_2515_cov_3.847154	2515	9.08668	9.08668	6.64014
NODE_1694_length_2515_cov_2.611789	2515	6.37125	6.37125	5.15147
NODE_1695_length_2515_cov_1.960569	2515	4.49302	4.49302	4.1045
NODE_1696_length_2513_cov_3.842962	2513	8.90013	8.90013	9.53531
NODE_1697_length_2512_cov_2.431827	2512	5.97248	5.97248	6.16399
NODE_1698_length_2509_cov_3.310106	2509	7.76219	7.76219	7.22463
NODE_1699_length_2507_cov_2.483279	2507	5.96521	5.96521	6.80856
NODE_1700_length_2506_cov_2.770298	2506	6.29372	6.29372	3.08314
NODE_1701_length_2504_cov_2.520212	2504	6.29099	6.29099	6.39772
NODE_1702_length_2503_cov_2.768791	2503	6.24649	6.24649	6.71809
NODE_1703_length_2503_cov_2.519199	2503	6.83638	6.83638	20.0545
NODE_1704_length_2503_cov_2.443627	2503	5.64088	5.64088	8.81107
NODE_1705_length_2501_cov_2.505315	2501	6.02807	6.02807	5.58136
NODE_1706_length_2501_cov_2.432543	2501	6.30668	6.30668	6.93601
NODE_1707_length_2498_cov_3.126893	2498	7.1069	7.1069	6.75608
NODE_1708_length_2498_cov_2.831355	2498	6.87138	6.87138	8.18289
NODE_1709_length_2495_cov_4.352459	2495	10.0452	10.0452	8.91435
NODE_1710_length_2495_cov_4.098361	2495	9.10874	9.10874	9.18992
NODE_1711_length_2495_cov_2.678279	2495	6.40426	6.40426	6.36446
NODE_1712_length_2494_cov_2.470685	2494	6.29736	6.29736	7.13616
NODE_1713_length_2493_cov_2.213290	2493	5.57192	5.57192	6.31073
NODE_1714_length_2492_cov_2.766106	2492	6.48121	6.48121	8.27545
NODE_1715_length_2492_cov_2.710300	2492	6.39069	6.39069	6.73023
NODE_1716_length_2491_cov_2.199918	2491	5.50064	5.50064	5.9364
NODE_1717_length_2490_cov_3.065708	2490	7.33974	7.33974	6.58269
NODE_1718_length_2489_cov_2.905916	2489	7.15519	7.15519	13.0275
NODE_1719_length_2489_cov_2.684881	2489	6.49423	6.49423	5.92502
NODE_1720_length_2487_cov_2.173931	2487	5.14762	5.14762	3.90671
NODE_1721_length_2486_cov_3.098725	2486	7.3125	7.3125	13.056
NODE_1722_length_2486_cov_2.260387	2486	5.29623	5.29623	4.74047
NODE_1723_length_2485_cov_4.149383	2485	9.74904	9.74904	10.9548
NODE_1724_length_2485_cov_2.932510	2485	6.61713	6.61713	7.09415
NODE_1725_length_2485_cov_2.494239	2485	5.93148	5.93148	7.53937
NODE_1726_length_2483_cov_2.999588	2483	7.27733	7.27733	10.3932
NODE_1727_length_2481_cov_7.306265	2481	16.9631	16.9631	23.1753
NODE_1728_length_2481_cov_2.071311	2481	4.89361	4.89361	3.88481
NODE_1729_length_2477_cov_2.990504	2477	7.31758	7.31758	8.76963
NODE_1730_length_2476_cov_3.890541	2476	8.87661	8.87661	8.49528
NODE_1731_length_2475_cov_2.827273	2475	6.55011	6.55011	7.06519
NODE_1732_length_2475_cov_2.544628	2475	6.05204	6.05204	8.34283
NODE_1733_length_2474_cov_2.629186	2474	6.28012	6.28012	7.19788
NODE_1734_length_2471_cov_2.823262	2471	6.84533	6.84533	8.60488
NODE_1735_length_2470_cov_4.572671	2470	10.5862	10.5866	13.0584
NODE_1736_length_2470_cov_2.273292	2470	5.29612	5.29612	6.44137
NODE_1737_length_2470_cov_1.999172	2470	4.87284	4.87284	3.97992
NODE_1738_length_2469_cov_2.738194	2469	6.41527	6.41527	7.81325
NODE_1739_length_2469_cov_2.490472	2469	5.7141	5.7141	5.52092
NODE_1740_length_2469_cov_2.203397	2469	5.46097	5.46097	5.57559
NODE_1741_length_2465_cov_2.852282	2465	7.01987	7.01987	9.06534
NODE_1742_length_2465_cov_2.051867	2465	4.73693	4.73693	5.0444
NODE_1743_length_2463_cov_2.699336	2463	6.1898	6.1898	4.75248
NODE_1744_length_2461_cov_2.352037	2461	5.45305	5.45305	5.11446
NODE_1745_length_2460_cov_3.040748	2460	7.2961	7.2961	10.3601
NODE_1746_length_2460_cov_1.980457	2460	4.63074	4.63074	3.04983
NODE_1747_length_2459_cov_2.858985	2459	6.71589	6.71589	10.9453
NODE_1748_length_2459_cov_2.493344	2459	5.79645	5.79645	4.37971
NODE_1749_length_2454_cov_3.457691	2454	8.24436	8.24436	9.13912
NODE_1750_length_2454_cov_3.076282	2454	7.53472	7.53472	15.0427
NODE_1751_length_2452_cov_2.463496	2452	5.43093	5.43093	5.62817
NODE_1752_length_2450_cov_3.631315	2450	8.60609	8.60609	10.4084
NODE_1753_length_2450_cov_2.750313	2450	6.42609	6.42609	11.0781
NODE_1754_length_2449_cov_4.202590	2449	10.6942	10.6942	16.1758
NODE_1755_length_2448_cov_3.066444	2448	7.49391	7.49391	8.36062
NODE_1756_length_2447_cov_2.464047	2447	5.6047	5.6047	5.61713
NODE_1757_length_2446_cov_3.626934	2446	8.47735	8.47779	10.6017
NODE_1758_length_2446_cov_2.990381	2446	7.06054	7.06054	5.30751
NODE_1759_length_2443_cov_2.188442	2443	5.23245	5.23245	3.94723
NODE_1760_length_2439_cov_2.534815	2439	6.218	6.21844	5.52309
NODE_1761_length_2437_cov_2.545760	2437	6.22562	6.22562	4.49146
NODE_1762_length_2437_cov_1.836272	2437	4.46699	4.46699	4.03992
NODE_1763_length_2436_cov_3.943301	2436	9.64523	9.64523	16.3603
NODE_1764_length_2436_cov_3.021840	2436	7.09011	7.09011	6.40851
NODE_1765_length_2436_cov_2.613188	2436	6.08093	6.08093	7.91852
NODE_1766_length_2435_cov_2.499160	2435	6.42845	6.42845	8.16879
NODE_1767_length_2435_cov_2.386975	2435	5.71335	5.71335	4.83852
NODE_1768_length_2433_cov_2.248949	2433	5.62067	5.62111	5.86468
NODE_1769_length_2432_cov_4.257047	2432	10.1976	10.1976	24.7908
NODE_1770_length_2432_cov_2.724022	2432	6.23269	6.23269	4.57408
NODE_1771_length_2431_cov_2.767677	2431	6.58527	6.58527	3.6446
NODE_1772_length_2431_cov_2.524411	2431	5.92591	5.92591	5.49495
NODE_1773_length_2430_cov_2.290947	2430	5.47281	5.47281	4.93567
NODE_1774_length_2429_cov_12.101938	2429	27.4967	27.4967	32.2518
NODE_1775_length_2429_cov_2.974726	2429	7.19833	7.19833	10.8403
NODE_1776_length_2428_cov_2.349768	2428	5.55399	5.55399	6.15236
NODE_1777_length_2426_cov_2.902995	2426	6.96573	6.96573	6.97553
NODE_1778_length_2425_cov_3.774262	2425	9.36747	9.36747	17.0698
NODE_1779_length_2425_cov_2.305485	2425	5.40571	5.40571	6.85071
NODE_1780_length_2424_cov_2.596032	2424	6.47318	6.47318	7.14063
NODE_1781_length_2423_cov_2.065034	2423	5.56137	5.56137	5.2331
NODE_1782_length_2422_cov_2.398395	2422	5.88864	5.88864	5.04755
NODE_1783_length_2422_cov_2.344318	2422	5.68046	5.68046	5.23738
NODE_1784_length_2421_cov_3.397718	2421	8.07794	8.07794	12.5838
NODE_1785_length_2419_cov_2.796954	2419	6.56897	6.56897	7.40758
NODE_1786_length_2419_cov_2.755499	2419	6.36183	6.36183	5.96641
NODE_1787_length_2417_cov_3.192210	2417	7.46273	7.46273	6.24171
NODE_1788_length_2417_cov_2.845893	2417	6.9378	6.9378	7.32665
NODE_1789_length_2416_cov_3.174926	2416	7.89938	7.89938	8.06566
NODE_1790_length_2416_cov_3.002965	2416	7.32568	7.32568	7.24323
NODE_1791_length_2416_cov_2.086404	2416	5.09223	5.09223	3.52571
NODE_1792_length_2415_cov_2.599576	2415	6.03841	6.03841	10.4998
NODE_1793_length_2415_cov_2.588136	2415	5.9947	5.9947	7.4001
NODE_1794_length_2414_cov_2.460788	2414	6.22968	6.22968	7.44522
NODE_1795_length_2414_cov_2.085206	2414	4.7765	4.7765	4.57484
NODE_1796_length_2413_cov_3.998304	2413	9.7574	9.7574	16.7125
